1325951295447044097,pronunciamento de boulos e erundina!,neutral,pronouncement of boulos and erundina!
1325949956042223616,não estou contestando a intenção de votos do boulos-erundina não...falo do boicote ao pt .. eu apenas acho que tatto tem mais votos que russomanno e frança,positive,I am not contesting the intention of votes of the boulos-erundina no ... I speak of the boycott of the pt .. I just think that tatto has more votes than russomanno and france
1325949951160016901,"covas: 32% boulos: 13% russomano: 12% frança: 10% tatto: 6% pesquisa ibope, vamos vencer como erundina já venceu!! #virasp50 #governofake.",positive,"pits: 32% boulos: 13% Russomano: 12% france: 10% tattoo: 6% ibope research, we will win as erundina already won !! # virasp50 #governofake."
1325949942804975616,eu fico sem reclamar de são paulo até o fim da gestão do boulos.,neutral,I don't complain about São Paulo until the end of the management of the boulos.
1325949938627436548,@soufael como disse o boulos: os jornalistas tem tara pelo pt,neutral,@soufael as boulos said: journalists have tara for pt
1325949934500196352,"@patrlotas o teto do pt na cidade é maior que 20%. não podemos subestimar, o verdadeiro candidato do pt, é o boulos e não o tatto. não podemos permitir que dê boulos x covas aqui na cidade.",positive,"@patrlotas the ceiling of the pt in the city is greater than 20%. we cannot underestimate, the true candidate of the pt, is the boulos and not the tatto. we cannot allow him to give boulos x pits here in the city."
1325949924823994370,"inclusive ajudaria muito o boulos, se eles usassem mais a cabeça veria que isso sim daria certo do que fazer campanha pra um candidato que ninguém nem sabe quem é",positive,"it would even help the boulos a lot, if they used their heads more they would see that it would work rather than campaigning for a candidate that nobody even knows who he is"
1325949919824404481,"@guilhermeboulos aí que tá, boulos... a classe média (que se acha rica) não quer a periferia no centro, eles querem cada vez mais longe... menos se for pra cortar a grama, limpar a privada, fazer o pingado...",positive,"@guilhermeboulos there, boulos ... the middle class (who thinks they are rich) don't want the periphery in the center, they want more and more ... less if it is to cut the grass, clean the toilet, make the drip ..."
1325949919413350400,"@souogalo @guilhermeboulos eu sou lula futebol clube. queria estar errado, mas em sp russomanno é bolsonaro e boulos é lula. quem vota em russomanno n vota em boulos.",negative,"@souogalo @guilhermeboulos i'm squid football club. I wanted to be wrong, but in sp russomanno is bolsonaro and boulos is squid. who votes in russomanno n votes in boulos."
1325949914489163778,"vale pra boulos, também!",positive,"worth it for boulos, too!"
1325949914300477440,"@fortamerico @firmoerico @ascunhaspodcast em um dos episódios d'as cunhãs, entrevistei andré torreta,um marqueteiro phodão de sp, q disse ser ""2020 o ano do boulos"".",neutral,"@fortamerico @firmoerico @ascunhaspodcast in one of the episodes of cunhãs, I interviewed andré torreta, a marketer from São Paulo, who said it was ""2020 the year of the boulos""."
1325949913683922946,"acredito,..... jamais boulos sera prefeito de sp.. o coveiro vai dançar nessa tambem. #foracovas #foraboulos",neutral,"I believe, ..... never boulos will be mayor of sp .. the gravedigger will dance on that too. #foracovas #foraboulos"
1325949912949936128,e eu que to em sc triste pq nao consegui transferir meu titulo pra sp pra votar no @guilhermeboulos e to pertubando todos meus amigos de sampa pra votar no boulos.... faz um favor pro br se candidata em 2022 que eu voto em vc de novo...,negative,and i'm in sc sad cuz i couldn't transfer my title to sp to vote for @guilhermeboulos and to upset all my sampa friends to vote for boulos .... do yourself a favor for the candidate in 2022 i vote for you again...
1325949909049208833,"@gisonaldogran @fortamerico @ascunhaspodcast diria que a maior probabilidade, pelo histórico do russomanno, é de segundo turno covas x boulos.",positive,"@gisonaldogran @fortamerico @ascunhaspodcast I would say that the greatest probability, due to the history of Russomanno, is a second round of caves x boulos."
1325949900035682306,"entendo a empolgação com a queda do russomano e a passagem do boulos. é louvável, mas não tem chances num segundo turno. a rejeição é grande. como em 2018, que só ciro gomes derrotaria bolsonaro no segundo turno, em são paulo só @marciofrancasp pode bater o covas.",positive,"I understand the excitement with the fall of Russomano and the passing of boulos. it is commendable, but there is no chance in a second round. the rejection is great. as in 2018, which only ciro gomes would defeat bolsonaro in the second round, in são paulo only @marciofrancasp can beat the covas."
1325949892913717248,"@yuriborges3455 @arthurmoledoval boulos tem a maior rejeição, simplesmente não ganha de ninguém no 2º turno",negative,"@ yuriborges3455 @arthurmoledoval boulos has the biggest rejection, he just doesn't beat anyone in the 2nd round"
1325949887415001088,@alladriano espera os resultados primero kkkkkkk já estão cantando vitória pq? boulos e russomano estão empatados kkkkkk,positive,@alladriano waiting for the results first kkkkkkk are already singing victory cuz? boulos and russomano are tied kkkkkk
1325949886861291524,"@blogdopepe q feio o pt não conseguir fazer jogo político e insistir em purismo. boulos precisa dos votos do tatto para não deixar o frança ameaçar as chances da esquerda, já q o russomano está derretendo sozinho, como sempre.",negative,"@blogdopepe q ugly the pt is unable to play a political game and insist on purism. boulos needs the tatto's votes not to let france threaten the left's chances, as the Russoman is melting by himself, as always."
1325949883115843584,@damadeferroofic não é? parabéns aos amigos que terão que escolher entre boulos e covas.,neutral,@damadeferroofic isn't it? congratulations to friends who will have to choose between boulos and pits.
1325949856293249025,"no rio de janeiro, bolsonaro apoia crivella e o pastor é massacrado nas pesquisa por eduardo paes. em sp, o presidente aparece em propaganda ao lado de russomano e o candidato foi ultrapassado por boulos. bolsonaro é uma força centrífuga: emana tudo o que há de ruim.",negative,"in rio de janeiro, bolsonaro supports crivella and the pastor is massacred in research by eduardo paes. in sp, the president appears in propaganda alongside a Russomano and the candidate was overtaken by boulos. bolsonaro is a centrifugal force: everything that is bad emanates."
1325949854686785537,vão matar o boulos,neutral,will kill the boulos
1325949842900840448,@alexandrinismos pior que eu acabei de ver uma propaganda do márcio frança falando que quer fazer a mesma coisa que o boulos,negative,@alexandrinismos worse than I just saw an advertisement by marcio france saying he wants to do the same thing as boulos
1325949824622063619,"@ruanlops @anakajsantos @zehdeabreu se o resto da esquerda não pode votar em boulos por algum motivo, nós não precisamos votar em alguém que apoiou bolsonaro publicamente. e se assim for em 22 bolsonaro vai ganhar de novo, então é bom que a esquerda se una, principalmente no segundo turno!",positive,"@ruanlops @anakajsantos @zehdeabreu if the rest of the left can't vote for boulos for some reason, we don't need to vote for someone who supported bolsonaro publicly. and if so in 22 bolsonaro, he will win again, so it is good that the left unites, especially in the second round!"
1325949806343319552,"@patrlotas russomanno está em declínio,se não apoiarmos o arthur do val termos covas e boulos no segundo turno, arthur do val num debate com covas daria dó pq ele é mais inteligente, russomanno tem várias acusação até na lava jato tava",positive,"@patrlotas russomanno is in decline, if we do not support arthur do val we have caves and boulos in the second round, arthur do val in a debate with caves would make it cuz he is more intelligent, russomanno has several accusations even in the lava jet"
1325949794775396353,"@joaoabel_ vou chegar com boulos 2020, amigo!",neutral,"@joaoabel_ I will arrive with boulos 2020, friend!"
1325949792426594304,"a galera achando que com a queda do russomano os votos do da ""extrema-direita"" vão ser herdados pela ""extrema-esquerda"" do boulos. mas isso só se a teoria da ferradura fosse correta. vocês falam mal da hannah arent, mas pensam igual ela hein?!",negative,"people thinking that with the fall of Russomano the votes of the ""extreme right"" will be inherited by the ""extreme left"" of the boulos. but that only if the horseshoe theory was correct. you speak ill of hannah arent, but think like her huh ?!"
1325949792158146572,votem no boulos por mim seus fdp,neutral,vote for boulos for me your fdp
1325949789935202304,"@patrlotas definitivamente, não! se depender de mim, voto com raiva no russomano, pois não gosto dele. nunca gostei! mas psdb ou boulos... é puro ódio!",negative,"@patrlotas definitely not! if it depends on me, I vote angrily in Russomano, because I don't like him. I never liked! but psdb or boulos ... it's pure hate!"
1325949758716964864,@_kassiaa1 @rogerduncan21 @carteiroreaca sei não hein! covas já provou a que veio e boulos não tenho coragem nem olhar pra cara. mais ou menos é arthur mas muitos tem ranço do mbl e com razão. esse ano tá disparado o mais difícil escolher.,positive,@ _kassiaa1 @ rogerduncan21 @carteiroreaca I don't know huh! caves already proved what came and boulos I don’t have the courage to even look at the face. more or less it is arthur but many have rancid mbl and rightly so. this year the most difficult to choose is going.
1325949750684897282,boulos virou em sp amém,neutral,boulos turned in sp amen
1325949749338529792,"muito curioso como o balanço de algumas organizações sobre 2018, de que boulos teve pouco voto por ser moderado, não criticar pt, entre outras besteiras, se mostrou totalmente retórica sectária e oportunista",negative,"very curious as the balance of some organizations about 2018, that boulos had little vote for being moderate, not criticizing pt, among other nonsense, proved to be totally sectarian and opportunistic rhetoric"
